Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,Bestbench(kg)
M,Raw,25.0,82.64,170.0,197.5,117.5
F,Raw,27.0,82.2,92.5,100.0,45.0
M,Wraps,23.0,89.9,237.5,255.0,137.5
M,Raw,22.0,80.1,132.5,157.5,90.0
M,Raw,19.0,125.0,192.5,232.5,95.0
F,Raw,25.5,55.9,117.5,115.0,65.0
M,Single-ply,30.0,135.62,282.5,255.0,252.5
F,Raw,27.0,59.96,105.0,122.5,52.5
M,Raw,28.5,63.0,147.5,180.0,107.5
M,Single-ply,32.5,92.8,345.0,357.5,250.5
M,Raw,24.5,104.0,180.0,207.5,135.0
F,Raw,30.0,71.4,102.5,142.5,75.0
F,Raw,38.0,58.4,82.5,97.5,52.5
M,Wraps,26.0,107.4,300.0,295.0,210.0
F,Raw,32.0,76.7,131.54,149.69,77.11
M,Raw,24.5,72.7,170.0,205.0,105.0
M,Raw,28.0,127.2,192.5,210.0,155.0
M,Raw,22.5,89.8,180.0,200.0,107.5
M,Raw,36.0,104.2,197.5,257.5,130.0
F,Single-ply,19.5,71.7,120.0,155.0,55.0
F,Raw,20.5,62.6,85.0,135.0,57.5
M,Single-ply,36.0,99.9,265.0,272.5,197.5
M,Single-ply,15.0,75.0,102.06,142.88,74.84
M,Single-ply,24.5,66.0,275.0,265.0,177.5
F,Raw,29.5,61.0,107.5,122.5,65.0
F,Raw,17.5,61.42,110.0,127.5,80.0
F,Raw,21.0,65.4,155.0,182.5,93.0
F,Wraps,22.0,67.1,110.0,135.0,70.0
M,Raw,26.0,92.6,280.0,332.5,172.5
M,Wraps,29.0,99.34,206.38,235.87,117.93
M,Raw,41.5,93.0,205.0,225.0,165.0
F,Raw,24.5,83.8,147.5,157.5,80.0
F,Single-ply,46.5,71.53,147.5,165.0,57.5
M,Raw,21.5,73.38,210.0,275.0,155.0
M,Raw,47.5,98.65,152.5,175.0,115.0
M,Raw,21.0,67.1,202.5,245.0,145.0
M,Raw,30.5,126.9,250.0,250.0,147.5
F,Wraps,27.0,85.3,82.5,95.0,50.0
M,Wraps,33.0,101.8,162.5,200.0,100.0
M,Raw,22.5,82.12,207.5,237.5,150.0
F,Raw,28.0,77.47,111.13,124.74,61.23
M,Raw,36.0,86.36,230.0,245.0,157.5
M,Raw,22.0,73.35,165.0,212.5,110.0
M,Raw,20.5,79.6,182.5,200.0,122.5
F,Raw,20.0,59.4,122.5,145.0,67.5
M,Raw,19.5,65.2,142.5,215.0,90.0
M,Wraps,25.0,88.81,205.0,250.0,160.0
F,Wraps,44.0,63.05,138.35,140.61,63.5
M,Raw,26.5,102.65,245.0,285.0,155.0
F,Raw,28.5,94.2,107.5,122.5,70.0
M,Wraps,20.0,106.6,260.0,305.0,170.0
M,Raw,41.0,106.0,260.0,297.5,205.0
F,Raw,27.5,90.4,147.5,165.0,77.5
F,Raw,27.0,78.1,100.0,127.5,55.0
F,Raw,21.5,51.94,95.0,130.0,65.0
M,Wraps,54.0,143.61,200.0,220.0,155.0
M,Raw,25.0,97.61,215.0,225.0,160.0
M,Raw,22.5,81.78,242.5,275.0,137.5
M,Raw,31.5,101.5,207.5,227.5,142.5
M,Raw,15.5,71.78,135.0,172.5,80.0
F,Raw,30.0,55.7,75.0,115.0,42.5
M,Raw,39.0,82.5,212.5,250.0,145.0
M,Wraps,15.0,94.6,212.5,222.5,95.0
F,Raw,28.0,68.5,80.0,107.5,55.0
M,Raw,31.0,106.8,205.0,245.0,130.0
F,Wraps,20.0,78.5,125.0,155.0,80.0
F,Raw,40.0,57.9,120.0,170.0,85.0
M,Wraps,21.0,58.8,100.0,150.0,57.5
M,Wraps,32.0,108.8,265.0,330.0,180.0
M,Raw,26.0,125.0,227.5,265.0,145.0
M,Raw,23.0,74.9,175.0,205.0,117.5
M,Raw,28.5,91.84,255.0,300.0,172.5
M,Single-ply,30.5,109.5,300.0,280.0,197.5
F,Wraps,45.0,54.8,80.0,107.5,50.0
F,Raw,22.0,71.4,145.0,170.0,75.0
M,Raw,20.0,73.03,195.0,192.5,130.0
M,Raw,23.5,85.8,202.5,242.5,152.5
M,Wraps,25.0,108.5,295.0,255.0,200.0
M,Wraps,50.0,88.27,245.0,275.0,162.5
F,Raw,25.5,62.1,100.0,150.0,60.0
M,Single-ply,42.5,120.9,260.0,270.0,180.0
M,Wraps,22.5,89.31,206.38,233.6,129.27
F,Single-ply,18.5,65.6,160.0,125.0,100.0
F,Wraps,24.0,76.1,125.0,137.5,65.0
M,Raw,31.0,82.8,210.0,230.0,117.5
M,Raw,35.0,117.7,320.0,277.5,195.0
F,Raw,25.0,66.7,130.0,150.0,60.0
M,Wraps,20.0,97.9,260.0,240.0,180.0
F,Raw,37.0,55.66,47.5,70.0,30.0
M,Raw,22.0,88.3,202.5,210.0,117.5
M,Raw,45.5,97.75,267.5,267.5,191.0
M,Wraps,22.0,82.0,230.0,225.0,152.5
M,Raw,26.0,79.1,182.5,257.5,117.5
F,Wraps,19.0,67.2,212.5,190.0,112.5
M,Raw,30.0,115.6,247.5,260.0,167.5
M,Raw,31.5,92.76,277.5,287.5,190.0
M,Raw,23.0,67.1,195.0,242.5,155.0
M,Raw,43.5,104.72,270.0,270.0,177.5
F,Raw,34.5,62.46,120.0,127.5,67.5
M,Single-ply,27.0,88.09,207.5,245.0,152.5
M,Raw,44.5,103.89,270.0,277.5,182.5
M,Raw,22.5,82.0,250.0,280.0,152.5
M,Raw,37.0,81.0,200.0,255.5,145.0
M,Raw,19.5,73.7,175.0,240.0,120.0
M,Wraps,42.0,118.4,227.5,247.5,172.5
M,Wraps,22.0,65.4,145.0,162.5,75.0
M,Raw,14.0,54.1,70.0,87.5,47.5
M,Raw,25.5,78.3,140.0,202.5,120.0
M,Raw,19.5,87.3,182.5,222.5,140.0
F,Raw,25.0,71.4,125.0,182.5,70.0
M,Raw,22.5,89.1,187.5,280.0,112.5
F,Raw,47.0,65.45,112.5,127.5,67.5
M,Raw,32.5,119.2,145.0,190.0,102.5
F,Raw,40.5,76.38,142.5,180.0,82.5
M,Raw,22.0,90.0,180.0,247.5,110.0
F,Raw,24.0,71.49,145.0,165.0,80.0
M,Raw,20.0,64.4,142.5,217.5,95.0
F,Raw,20.0,74.15,107.5,140.0,65.0
M,Wraps,17.0,123.92,152.5,200.0,110.0
F,Raw,24.0,65.5,110.0,130.0,75.0
M,Wraps,24.0,109.13,242.67,303.91,145.15
F,Raw,24.5,59.9,112.5,150.0,55.0
M,Raw,27.5,114.0,155.0,197.5,80.0
M,Raw,38.0,90.9,235.0,240.0,170.0
M,Wraps,19.0,107.7,230.0,227.5,130.0
M,Raw,26.0,74.7,185.0,237.5,137.5
M,Wraps,30.0,122.61,290.0,317.5,190.0
M,Raw,13.0,54.34,75.0,100.0,30.0
F,Wraps,24.0,66.59,105.0,142.5,52.5
F,Raw,27.5,62.56,115.0,147.5,67.5
F,Raw,25.5,89.25,130.0,155.0,77.5
M,Raw,22.5,82.0,190.0,240.0,120.0
M,Raw,25.5,73.35,217.5,235.0,130.0
M,Single-ply,38.0,108.5,327.5,310.0,217.5
F,Raw,23.0,76.48,100.0,122.5,65.0
M,Raw,18.0,97.35,235.0,240.0,142.5
F,Raw,24.5,55.8,115.0,130.0,62.5
F,Raw,20.0,61.0,100.0,130.0,67.5
F,Raw,28.0,59.7,117.5,137.5,57.5
F,Raw,33.0,65.3,140.0,152.5,92.5
M,Raw,27.0,82.3,162.5,220.0,110.0
M,Raw,14.0,60.5,100.0,125.0,75.0
M,Raw,22.0,80.7,175.0,227.5,117.5
M,Raw,25.5,100.4,240.0,295.0,157.5
M,Raw,26.0,81.2,170.0,220.0,132.5
M,Raw,24.5,103.6,182.5,212.5,120.0
F,Raw,25.5,64.7,95.0,92.5,57.5
M,Raw,41.0,117.0,260.0,265.0,155.0
F,Raw,23.0,62.7,170.5,185.5,110.0
F,Wraps,39.0,75.0,102.06,108.86,63.5
M,Raw,21.5,81.2,180.0,240.0,127.5
M,Multi-ply,51.5,133.2,345.0,311.0,262.5
M,Raw,18.0,81.6,162.5,187.5,110.0
M,Raw,41.5,129.4,122.5,157.5,120.0
F,Single-ply,48.0,60.5,100.0,102.5,47.5
M,Wraps,29.0,74.57,247.5,260.0,140.0
M,Raw,17.0,89.54,150.0,150.0,110.0
M,Raw,26.5,82.3,170.0,185.0,112.5
M,Raw,20.0,65.0,160.0,192.5,107.5
F,Raw,18.5,62.62,122.5,172.5,77.5
F,Raw,33.5,61.25,92.5,127.5,55.0
F,Raw,21.0,59.9,85.0,97.5,50.0
M,Raw,22.5,108.45,280.0,300.0,130.0
M,Raw,21.5,91.3,235.0,262.5,162.5
F,Raw,17.5,47.0,102.5,110.0,55.0
F,Single-ply,28.5,71.61,215.0,212.5,160.0
M,Raw,26.0,81.7,200.0,250.0,142.5
M,Wraps,43.0,128.4,247.5,242.5,175.0
M,Wraps,54.0,120.88,215.0,272.5,160.0
M,Raw,22.5,104.8,232.5,245.0,167.5
F,Raw,34.0,66.13,117.5,137.5,70.0
M,Single-ply,18.0,58.4,137.5,165.0,72.5
M,Raw,16.5,69.1,142.5,182.5,107.5
M,Raw,22.5,72.7,130.0,155.0,85.0
M,Wraps,17.0,61.5,165.0,195.0,115.0
F,Raw,49.5,83.95,130.0,165.0,82.5
M,Wraps,32.0,108.8,235.0,255.0,165.0
F,Wraps,51.0,73.03,95.0,115.0,52.5
M,Raw,21.5,66.0,140.0,185.0,97.5
M,Wraps,28.0,74.39,151.95,206.38,106.59
M,Single-ply,35.5,80.18,335.0,312.5,212.5
F,Raw,27.5,56.5,135.0,147.5,97.5
M,Raw,24.5,114.6,227.5,205.0,157.5
F,Wraps,33.0,75.0,197.5,190.0,100.0
F,Raw,28.0,71.4,112.5,145.0,60.0
F,Wraps,35.0,76.7,57.5,90.0,30.0
F,Raw,20.5,58.8,97.5,105.0,67.5
M,Raw,24.5,79.1,207.5,197.5,115.0
M,Wraps,22.0,80.83,190.51,206.38,117.93
M,Wraps,22.0,86.64,188.24,233.6,124.74
M,Wraps,26.0,99.79,328.85,285.76,201.85
M,Raw,19.0,128.6,235.0,245.0,160.0
F,Raw,34.5,70.81,137.5,160.0,72.5
M,Single-ply,17.0,70.4,190.0,232.5,122.5
M,Raw,24.0,87.18,170.0,227.5,105.0
M,Wraps,22.0,109.9,290.0,280.0,170.0
F,Raw,47.5,50.5,105.0,125.0,57.5
M,Single-ply,17.0,82.5,115.67,136.08,104.33
F,Raw,30.5,90.8,145.0,150.0,72.5
M,Raw,16.5,64.35,135.0,175.0,85.0
M,Raw,24.0,81.8,275.0,277.5,145.0
F,Wraps,19.0,65.41,115.0,150.0,47.49
M,Wraps,36.0,105.2,292.5,272.5,190.0
M,Wraps,27.0,119.39,300.0,310.0,177.5
F,Raw,21.5,56.16,90.0,130.0,50.0
F,Raw,21.5,65.3,105.0,107.5,50.0
M,Raw,38.5,90.9,190.0,227.5,120.0
M,Raw,26.0,99.52,263.08,290.3,222.26
M,Raw,24.5,80.6,177.5,227.5,120.0
F,Raw,22.0,67.49,145.0,142.5,80.0
F,Raw,16.0,78.0,120.0,142.5,70.0
M,Raw,21.0,73.57,167.5,192.5,125.0
M,Raw,19.0,58.6,110.0,137.5,70.0
M,Raw,36.0,108.68,272.5,307.5,192.5
F,Wraps,33.0,66.8,120.0,115.0,72.5
M,Raw,45.0,89.27,215.0,257.5,177.5
F,Single-ply,17.5,106.1,160.0,150.0,92.5
M,Raw,23.5,116.9,250.0,255.0,120.0
F,Wraps,27.0,71.03,70.31,92.99,34.02
M,Raw,21.5,70.6,210.0,217.5,127.5
M,Raw,28.0,80.3,200.0,220.0,165.0
M,Raw,34.5,105.9,160.0,212.5,107.5
M,Wraps,27.0,79.15,190.0,187.5,145.0
M,Raw,30.5,102.7,170.0,210.0,115.0
M,Raw,15.5,66.64,85.0,105.0,57.5
M,Raw,31.0,96.7,265.0,230.0,110.0
M,Raw,55.0,103.2,147.5,197.5,115.0
M,Single-ply,23.5,66.6,225.0,250.0,95.0
F,Raw,34.5,82.8,97.5,137.5,70.0
F,Single-ply,19.5,68.0,135.0,120.0,90.0
M,Raw,22.0,104.6,245.0,270.0,167.5
M,Raw,47.0,102.01,135.0,187.5,115.0
M,Multi-ply,35.0,89.22,244.94,229.06,183.7
M,Raw,28.0,67.0,177.5,240.0,147.5
F,Raw,50.0,67.4,72.5,110.0,45.0
M,Raw,21.5,65.2,167.5,220.0,92.5
M,Raw,24.0,88.95,175.0,217.5,110.0
F,Raw,30.0,78.3,145.0,190.0,87.5
F,Wraps,17.0,72.12,106.59,115.67,45.36
M,Wraps,33.0,107.05,250.0,265.0,187.5
M,Raw,49.5,91.8,190.0,220.0,140.0
F,Single-ply,18.5,73.99,155.0,132.5,65.0
M,Multi-ply,23.0,67.5,250.0,225.0,135.0
M,Raw,37.0,96.8,222.5,222.5,135.0
M,Raw,20.5,92.0,265.0,280.0,140.0
M,Raw,21.0,82.4,225.0,250.0,140.0
F,Raw,44.0,60.0,90.0,110.0,65.0
F,Single-ply,14.5,51.8,92.5,102.5,35.0
M,Raw,22.5,90.3,215.0,232.5,122.5
M,Wraps,23.0,87.5,172.5,195.0,115.0
F,Single-ply,41.0,81.42,215.0,215.0,117.5
M,Raw,18.0,64.0,147.5,182.5,82.5
M,Raw,45.5,99.4,155.0,185.0,117.5
M,Raw,24.5,115.5,155.0,220.0,117.5
M,Raw,40.0,88.36,222.5,255.0,192.5
M,Raw,21.0,86.1,185.0,242.5,115.0
M,Raw,29.0,89.1,200.0,245.0,177.5
M,Raw,29.5,92.07,262.5,307.5,172.5
M,Raw,22.5,65.1,162.5,190.0,110.0
F,Raw,20.0,72.8,107.5,122.5,57.5
M,Raw,31.0,97.8,182.5,200.0,127.5
F,Raw,16.5,62.21,100.0,115.0,55.0
F,Wraps,24.0,66.27,124.74,142.88,74.84
F,Raw,35.0,59.6,92.5,135.0,55.0
M,Wraps,20.0,59.96,112.5,142.5,85.0
M,Raw,37.0,99.1,210.0,255.0,165.0
F,Raw,26.0,74.0,85.0,97.5,40.0
M,Raw,25.0,97.3,227.5,275.0,177.5
M,Single-ply,17.0,110.0,102.06,142.88,70.31
M,Single-ply,17.5,59.96,170.1,179.2,79.4
M,Raw,38.5,104.5,230.0,240.0,160.0
M,Wraps,21.0,109.9,280.0,275.0,202.5
M,Wraps,28.0,82.0,192.5,240.0,112.5
F,Raw,32.5,51.6,62.5,120.0,50.0
M,Raw,25.5,81.0,252.5,292.5,135.0
F,Raw,30.0,64.6,150.0,167.5,87.5
M,Raw,15.0,82.5,80.0,105.0,55.0
M,Raw,21.5,82.2,190.0,185.0,110.0
M,Wraps,25.0,112.2,275.0,315.0,190.0
M,Single-ply,36.5,65.88,290.0,313.0,155.0
M,Raw,34.5,81.6,207.5,240.0,145.0
M,Raw,22.5,82.96,212.5,240.0,140.0
M,Raw,32.5,103.5,235.0,227.5,130.0
M,Raw,27.5,91.4,232.5,255.0,160.0
M,Wraps,27.0,67.5,192.5,207.5,125.0
M,Raw,23.0,82.24,192.5,247.5,145.0
F,Raw,46.0,57.88,47.5,92.5,25.0
M,Raw,25.0,122.7,225.0,282.5,182.5
F,Raw,26.0,66.68,87.5,122.5,62.5
F,Raw,50.5,56.0,82.5,122.5,50.0
M,Raw,20.0,87.7,152.5,187.5,77.5
M,Raw,22.0,66.32,175.0,207.5,132.5
M,Single-ply,19.0,93.08,240.0,265.0,127.5
M,Raw,16.5,72.9,112.5,142.5,92.5
M,Wraps,30.0,117.48,294.84,294.84,151.95
M,Raw,18.5,69.9,175.0,200.0,110.0
M,Wraps,34.0,97.2,255.0,282.5,175.0
M,Raw,34.0,107.4,222.5,260.0,150.0
M,Wraps,32.0,84.5,215.0,240.0,110.0
F,Multi-ply,44.0,112.13,190.0,137.5,70.0
M,Wraps,22.0,85.0,192.5,215.0,107.5
M,Wraps,22.0,82.1,212.5,245.0,137.5
F,Raw,36.0,70.58,87.5,97.5,47.5
M,Single-ply,34.0,96.61,190.0,280.0,182.5
M,Raw,21.5,92.3,220.5,257.5,130.0
F,Raw,39.5,51.36,117.5,120.0,60.0
F,Raw,26.5,70.3,80.0,110.0,55.0
F,Raw,26.5,71.4,125.0,145.0,85.0
M,Raw,20.5,118.54,315.0,307.5,205.0
F,Single-ply,18.5,62.2,152.5,162.5,87.5
M,Raw,21.0,108.8,190.0,237.5,170.0
F,Raw,43.0,86.0,127.5,145.0,60.0
F,Raw,22.5,70.1,147.5,177.5,85.0
M,Raw,32.0,105.6,220.0,250.0,135.0
M,Raw,22.0,88.09,170.0,237.5,147.5
M,Wraps,28.0,97.8,250.0,287.5,210.0
M,Wraps,25.0,136.62,179.17,195.04,102.06
M,Raw,19.5,91.0,172.5,225.0,95.0
M,Raw,39.0,86.8,165.0,207.5,127.5
M,Single-ply,23.0,120.2,290.0,247.5,205.0
F,Raw,39.0,74.6,117.5,127.5,62.5
M,Wraps,26.0,67.13,140.0,182.5,95.0
M,Raw,32.5,92.35,200.0,255.0,175.0
F,Raw,30.5,65.9,82.5,105.0,45.0
M,Raw,26.5,91.25,200.0,215.0,120.0
M,Raw,17.0,75.75,125.0,155.0,72.5
M,Raw,20.5,73.1,187.5,220.0,107.5
M,Raw,47.0,74.1,165.0,210.0,160.0
M,Raw,21.5,65.5,162.5,215.0,102.5
F,Raw,36.0,101.83,87.5,112.5,52.5
M,Raw,29.0,77.11,140.0,182.5,127.5
F,Raw,36.0,55.0,77.5,97.5,32.5
M,Raw,15.5,51.8,97.5,105.0,52.5
M,Wraps,42.0,108.3,207.5,215.0,120.0
M,Raw,51.5,74.0,207.0,210.0,110.0
M,Wraps,32.0,117.5,280.0,250.0,190.0
F,Raw,43.0,86.61,77.5,137.5,55.0
M,Raw,32.5,85.6,200.0,267.5,117.5
M,Multi-ply,38.5,120.2,258.55,226.8,115.67
M,Raw,28.0,74.84,200.0,245.0,120.0
M,Multi-ply,25.0,67.5,238.14,238.14,163.29
M,Raw,19.0,88.1,212.5,273.0,125.0
F,Raw,43.5,63.0,95.0,115.0,52.5
F,Raw,28.0,79.7,125.0,130.0,60.0
M,Raw,15.0,75.0,102.06,145.15,72.57
M,Raw,19.5,89.8,230.0,262.5,152.5
F,Raw,15.5,70.1,110.0,127.5,47.5
M,Raw,27.0,99.11,237.5,282.5,150.0
F,Raw,25.5,81.5,90.0,120.0,55.0
F,Wraps,14.0,60.06,102.06,102.06,47.63
M,Raw,47.0,123.3,185.0,200.0,130.0
M,Multi-ply,55.0,87.2,307.5,260.0,210.0
F,Single-ply,38.0,91.9,175.0,175.0,117.5
M,Wraps,21.0,80.1,202.5,232.5,105.0
F,Wraps,33.0,56.0,111.13,120.2,56.7
F,Raw,23.0,90.2,127.5,170.0,80.0
F,Multi-ply,28.0,85.8,147.5,130.0,87.5
M,Single-ply,25.5,83.0,250.0,252.5,155.0
M,Single-ply,15.0,59.42,130.0,140.0,80.0
F,Raw,22.0,58.0,112.5,145.0,65.0
M,Raw,17.5,70.6,132.5,155.0,97.5
M,Raw,21.5,118.95,310.0,362.5,200.0
M,Raw,29.0,87.68,245.0,300.0,182.5
F,Raw,32.5,100.2,100.0,137.5,42.5
M,Raw,29.0,67.4,160.0,210.0,107.5
M,Raw,39.0,107.23,225.0,272.0,152.5
F,Wraps,30.5,58.17,83.91,120.2,52.16
M,Raw,30.0,74.39,192.5,227.5,172.5
F,Raw,31.0,63.05,115.0,152.5,67.5
F,Raw,37.0,67.1,102.5,140.0,60.0
F,Raw,34.0,64.41,95.0,125.0,60.0
M,Raw,18.5,64.9,152.5,140.0,97.5
M,Raw,22.5,81.65,227.5,295.0,145.0
M,Single-ply,29.0,66.32,165.0,182.5,147.5
F,Raw,21.5,64.8,102.5,130.0,82.5
F,Wraps,28.0,58.4,80.0,120.0,55.0
M,Raw,17.5,86.4,227.5,282.5,145.0
F,Raw,46.5,71.6,115.0,142.5,52.5
M,Single-ply,50.5,58.67,253.0,252.5,105.0
M,Raw,18.0,67.4,145.0,195.0,121.0
F,Wraps,53.0,75.9,190.0,192.5,112.5
M,Raw,17.0,118.02,250.0,210.0,95.0
M,Wraps,22.0,108.6,255.0,255.0,170.0
F,Raw,24.5,66.9,135.0,147.5,57.5
M,Raw,36.0,108.8,295.0,360.0,192.5
M,Raw,24.0,97.9,187.5,195.0,127.5
F,Wraps,35.0,82.0,175.0,185.0,85.0
M,Raw,19.5,91.0,170.0,182.5,110.0
M,Raw,29.0,97.0,305.0,320.0,190.0
F,Raw,47.0,89.1,107.5,107.5,57.5
F,Wraps,24.0,66.95,100.0,125.0,42.5
M,Wraps,28.0,82.33,136.08,188.24,129.27
F,Raw,26.0,67.77,102.5,120.0,57.5
M,Wraps,26.5,87.45,204.12,244.94,120.2
M,Raw,18.5,95.2,210.0,230.0,132.5
M,Wraps,51.0,100.0,185.0,230.0,132.5
M,Wraps,33.0,119.5,270.0,280.0,185.0
M,Raw,19.5,140.18,275.0,250.0,150.0
M,Raw,20.0,89.77,170.0,187.5,107.5
M,Raw,35.5,90.5,187.5,200.0,137.5
M,Single-ply,28.0,87.18,205.0,187.5,130.0
F,Raw,21.5,65.7,100.0,130.0,52.5
M,Single-ply,22.5,74.7,222.5,230.0,147.5
M,Raw,45.5,115.8,285.0,305.0,177.5
M,Raw,30.0,82.5,300.0,322.5,192.5
M,Raw,30.0,73.8,162.5,195.0,115.0
M,Wraps,25.0,121.0,230.0,220.0,152.5
F,Raw,20.5,118.45,100.0,120.0,50.0
M,Raw,32.0,105.69,237.5,275.0,165.0
M,Raw,21.0,72.2,112.5,142.5,75.0
M,Raw,35.0,105.9,285.0,270.0,195.0
M,Raw,13.5,81.0,105.0,137.5,67.5
M,Raw,52.5,90.3,215.0,227.5,120.0
M,Wraps,33.0,109.0,277.5,280.0,170.0
F,Multi-ply,20.0,60.0,120.2,92.99,74.84
F,Raw,32.5,71.04,112.5,167.5,60.0
F,Wraps,23.0,66.6,102.5,112.5,60.0
M,Wraps,27.0,99.3,265.0,232.5,162.5
M,Wraps,46.0,108.9,300.0,290.0,190.0
M,Raw,28.0,78.25,160.0,187.5,115.0
F,Raw,21.0,65.5,70.0,117.5,40.0
M,Raw,34.5,114.1,215.0,235.0,142.5
F,Raw,22.5,55.5,100.0,130.0,47.5
M,Wraps,21.0,98.0,230.0,267.5,125.0
M,Raw,17.5,69.9,160.0,180.0,95.0
F,Wraps,41.0,88.9,92.5,120.5,55.0
M,Multi-ply,35.0,129.82,360.0,290.0,200.0
F,Raw,20.5,55.5,97.5,105.0,62.5
M,Single-ply,52.0,95.98,230.0,245.0,137.5
M,Raw,29.5,82.4,247.5,287.5,127.5
M,Raw,21.5,91.95,260.0,260.0,147.5
M,Raw,23.0,87.86,192.5,230.0,137.5
F,Raw,26.5,61.1,97.5,112.5,55.0
F,Single-ply,19.5,46.2,140.0,155.0,85.0
M,Raw,27.0,108.0,267.5,275.0,180.0
F,Single-ply,16.5,54.7,72.5,95.0,37.5
F,Wraps,37.0,83.95,145.0,182.5,92.5
F,Raw,23.5,61.6,92.5,112.5,57.5
M,Raw,27.5,73.98,215.0,240.0,142.5
F,Wraps,24.0,56.3,92.5,130.0,55.0
M,Raw,34.0,89.9,237.5,247.5,152.5
M,Wraps,20.0,89.63,265.0,272.5,147.5
F,Single-ply,26.5,50.7,182.5,185.0,115.0
F,Raw,22.5,82.55,147.5,160.0,77.5
M,Raw,19.5,111.4,210.0,175.0,127.5
F,Wraps,24.0,54.61,95.0,107.5,60.0
M,Raw,24.0,81.45,215.0,265.0,132.5
F,Wraps,47.0,63.0,80.0,90.0,40.0
M,Raw,27.0,73.3,165.0,187.5,100.0
F,Raw,26.0,85.0,135.0,157.5,62.5
M,Wraps,30.0,87.2,247.5,277.5,175.0
F,Raw,34.0,55.4,95.0,115.0,55.0
F,Raw,19.5,80.9,90.0,102.5,45.0
M,Raw,18.0,86.7,130.0,195.0,92.5
F,Single-ply,36.5,83.7,62.5,75.0,35.0
M,Raw,28.0,74.1,160.0,202.5,137.5
M,Single-ply,15.0,98.56,120.0,150.0,75.0
F,Raw,29.0,47.31,95.0,155.0,50.0
M,Raw,25.0,107.4,242.5,250.0,170.0
M,Raw,24.0,73.3,207.5,257.5,137.5
F,Wraps,26.0,66.8,162.5,165.0,82.5
M,Wraps,23.0,88.9,197.5,242.5,142.5
F,Raw,28.5,56.0,115.0,130.0,60.0
F,Raw,21.5,97.6,172.5,175.0,82.5
M,Raw,26.0,92.35,217.5,240.0,135.0
F,Wraps,18.0,89.81,158.76,151.95,68.04
M,Single-ply,36.0,66.9,250.0,220.0,177.5
M,Wraps,26.0,80.24,182.5,232.5,107.5
M,Single-ply,19.5,92.7,267.5,245.0,170.0
F,Raw,37.5,93.0,70.0,110.0,45.0
M,Wraps,23.0,89.9,227.5,215.0,152.5
M,Raw,26.5,127.2,257.5,300.0,165.0
M,Raw,38.0,88.4,225.0,272.5,165.0
M,Raw,34.5,107.0,130.0,232.5,77.5
M,Wraps,23.0,121.11,226.8,201.85,147.42
F,Raw,21.5,59.35,110.0,125.0,72.5
M,Raw,41.5,73.3,147.4,201.9,111.1
M,Raw,22.5,88.08,172.4,235.9,129.3
M,Raw,26.0,108.8,222.5,230.0,205.0
M,Raw,14.5,63.3,100.0,137.5,62.5
M,Raw,28.5,72.8,167.5,210.0,120.0
F,Raw,18.5,82.7,147.5,172.5,72.5
F,Raw,31.0,124.9,112.5,160.0,80.0
F,Raw,33.0,55.5,92.5,127.5,50.0
M,Single-ply,54.0,62.96,177.5,182.5,125.0
M,Raw,16.5,123.65,185.0,217.5,107.5
M,Raw,27.0,59.9,192.5,225.0,142.5
F,Raw,23.0,64.86,105.0,120.0,47.5
M,Raw,19.0,79.5,202.5,205.0,107.5
F,Raw,31.0,54.25,105.0,125.0,67.5
M,Raw,49.5,79.6,120.0,155.0,77.5
F,Raw,19.5,62.1,55.0,105.0,40.0
M,Raw,43.5,92.49,185.0,240.0,157.5
F,Multi-ply,40.0,87.54,252.5,205.0,150.0
M,Single-ply,48.0,81.28,230.0,227.5,137.5
M,Raw,23.0,80.1,185.0,210.0,130.0
M,Single-ply,20.0,80.83,202.5,257.5,145.0
M,Raw,27.0,97.5,195.0,240.0,117.5
M,Raw,28.5,72.21,205.0,265.0,135.0
F,Raw,33.0,95.4,112.5,142.5,67.5
M,Single-ply,48.0,107.05,267.5,257.5,172.5
M,Wraps,43.0,98.7,249.48,242.67,174.63
M,Raw,21.5,86.2,200.0,252.5,147.5
F,Raw,23.0,53.9,80.0,92.5,35.0
M,Multi-ply,21.0,82.1,272.5,237.5,165.0
F,Wraps,43.0,50.5,80.0,110.0,50.0
M,Raw,21.0,102.0,230.0,250.0,140.0
M,Single-ply,33.0,110.0,240.0,287.5,207.5
F,Raw,35.0,64.7,117.5,137.5,77.5
F,Raw,18.5,60.25,100.0,132.5,60.0
M,Wraps,35.0,107.05,226.8,213.19,195.04
M,Wraps,21.0,99.97,345.0,317.5,200.0
F,Raw,34.5,62.5,140.0,140.0,80.0
M,Raw,14.5,109.5,115.0,187.5,85.0
F,Single-ply,16.5,56.52,102.1,133.8,61.2
M,Raw,31.0,107.6,162.5,210.0,140.0
F,Single-ply,17.0,43.5,100.0,110.0,45.0
M,Wraps,24.0,132.54,272.5,295.0,155.0
F,Single-ply,18.5,79.2,125.0,135.0,77.5
F,Wraps,14.0,63.0,67.5,35.0,25.0
M,Raw,23.0,67.4,117.5,150.0,75.0
F,Raw,24.5,74.6,102.5,140.0,67.5
M,Raw,20.0,74.35,182.5,232.5,138.0
F,Raw,18.5,56.5,60.0,95.0,35.0
M,Raw,20.0,105.0,260.0,267.5,160.0
M,Wraps,26.0,114.31,147.42,183.7,92.99
